,category_code,status,founded_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng
1302,consulting,1,2009,USA,5.0,125371133.0,1.0,1.0,40.0149856,-105.2705456
1304,other,1,2008,USA,5.0,125371133.0,1.0,1.0,47.751074100000004,-120.7401385
1305,mobile,1,2007,USA,5.0,125371133.0,1.0,5.0,32.832811199999995,-117.2712717
1306,other,1,2002,USA,5.0,125371133.0,1.0,2.0,40.347054299999996,-74.0643065
1308,advertising,4,2004,USA,8.0,72900000.0,4.0,28.0,37.4852152,-122.2363548
1310,mobile,1,2010,IND,5.0,125371133.0,1.0,3.0,28.535516100000002,77.3910265
1313,mobile,1,2008,other,5.0,125371133.0,3.0,3.0,22.396428,114.10949699999999
1314,consulting,1,2003,GBR,5.0,125371133.0,1.0,1.0,52.63687779999999,-1.1397591999999999
1319,mobile,1,2011,USA,5.0,125371133.0,1.0,2.0,38.029305900000004,-78.4766781
1320,software,1,2009,USA,5.0,125371133.0,2.0,3.0,26.122438600000002,-80.13731740000001
1326,other,3,2008,USA,5.0,125371133.0,1.0,1.0,35.99403289999999,-78.898619
1327,ecommerce,1,2011,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
1328,mobile,1,2011,NLD,5.0,125371133.0,1.0,2.0,52.3702157,4.895167900000001
1329,software,1,2003,USA,5.0,125371133.0,2.0,8.0,42.360082500000004,-71.0588801
1330,consulting,1,2001,CAN,5.0,125371133.0,1.0,3.0,51.0486151,-114.07084590000001
1332,web,1,2005,NLD,5.0,125371133.0,1.0,1.0,51.9244201,4.4777325999999995
1336,web,1,2011,CAN,5.0,125371133.0,1.0,4.0,49.282729100000005,-123.1207375
1360,search,1,2007,IND,5.0,125371133.0,1.0,3.0,12.9715987,77.5945627
1364,web,1,2007,USA,5.0,125371133.0,1.0,1.0,37.368829999999996,-122.03634960000001
1367,web,1,2008,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728
1377,advertising,1,2007,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
1381,other,1,2006,USA,5.0,125371133.0,1.0,1.0,39.219060799999994,-121.06106059999999
1383,advertising,1,2009,other,5.0,125371133.0,1.0,2.0,20.6596988,-103.3496092
1385,hardware,1,1921,other,5.0,125371133.0,1.0,7.0,35.6894875,139.69170640000002
1394,ecommerce,1,2006,USA,5.0,125371133.0,1.0,4.0,37.3860517,-122.08385109999999
1395,software,1,2008,DEU,5.0,125371133.0,1.0,2.0,52.5200066,13.404954
1405,software,1,2011,IND,5.0,125371133.0,1.0,2.0,28.6139391,77.20902120000001
1410,web,1,2007,USA,5.0,125371133.0,1.0,2.0,39.2903848,-76.6121893
1411,software,1,2011,FRA,5.0,125371133.0,1.0,2.0,45.883902899999995,4.8034679
1414,ecommerce,1,2001,other,5.0,125371133.0,1.0,2.0,35.3387352,25.144212600000003
1426,education,4,2005,USA,10.0,252303692.0,3.0,42.0,37.354107899999995,-121.9552356
1427,other,1,2005,USA,6.0,73870000.0,1.0,17.0,42.360082500000004,-71.0588801
1429,software,1,2001,USA,5.0,125371133.0,1.0,1.0,37.831315999999994,-122.2852473
1439,ecommerce,2,1996,USA,5.0,125371133.0,2.0,14.0,40.6460622,-111.49797290000001
1449,web,1,1998,USA,5.0,125371133.0,2.0,3.0,47.6101497,-122.2015159
1452,enterprise,1,2003,other,5.0,125371133.0,1.0,2.0,51.321650899999995,4.9375578
1454,software,1,1997,DEU,5.0,125371133.0,1.0,1.0,49.4521018,11.076665400000001
1468,web,1,2011,USA,5.0,125371133.0,1.0,2.0,25.7616798,-80.1917902
1469,web,2,1980,USA,5.0,125371133.0,3.0,103.0,38.9787544,-94.5673493
1473,other,1,2010,IRL,5.0,125371133.0,1.0,2.0,53.34980529999999,-6.2603097000000005
1474,web,1,2008,AUS,5.0,125371133.0,1.0,5.0,-33.8688197,151.2092955
1477,public_relations,1,2007,USA,5.0,125371133.0,1.0,4.0,38.882334,-77.17109140000001
1482,web,3,2009,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
1486,other,1,2011,USA,5.0,125371133.0,1.0,1.0,40.440624799999995,-79.9958864
1495,web,1,2008,other,5.0,125371133.0,1.0,2.0,18.4286115,-64.6184657
1497,web,1,2008,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
1498,hardware,1,2005,USA,5.0,125371133.0,1.0,2.0,45.0787251,-123.4859416
1504,software,1,2010,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
1509,consulting,1,2005,USA,5.0,125371133.0,1.0,1.0,48.7519112,-122.4786854
1517,other,1,2001,USA,5.0,125371133.0,1.0,1.0,33.3942655,-104.52302420000001
1519,ecommerce,1,2010,other,5.0,125371133.0,2.0,7.0,3.1390029999999998,101.68685500000001
1525,other,2,2006,USA,4.0,108900000.0,2.0,28.0,37.7749295,-122.4194155
1526,public_relations,1,1998,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
1528,web,1,2007,USA,5.0,125371133.0,1.0,4.0,37.4178246,-95.68250920000001
1531,advertising,1,2011,USA,5.0,125371133.0,2.0,1.0,34.0928092,-118.3286614
1537,ecommerce,1,2002,GBR,5.0,125371133.0,2.0,2.0,52.63687779999999,-1.1397591999999999
1542,software,1,2006,USA,5.0,125371133.0,1.0,6.0,37.7749295,-122.4194155
1544,consulting,1,2005,FRA,5.0,125371133.0,1.0,5.0,48.856614,2.3522218999999995
1560,public_relations,1,1991,CAN,5.0,125371133.0,1.0,4.0,45.5016889,-73.567256
1575,hardware,1,2002,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155
1578,games_video,1,2008,USA,5.0,125371133.0,1.0,2.0,34.1489719,-118.451357
1579,public_relations,1,2000,USA,5.0,125371133.0,1.0,1.0,40.9634335,-72.18480090000001
1581,consulting,1,2004,USA,5.0,125371133.0,1.0,2.0,39.0839973,-77.1527578
1582,web,1,2006,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728
1583,ecommerce,1,2004,CAN,5.0,125371133.0,1.0,1.0,51.04980870000001,-113.8233018
1593,web,1,2005,USA,5.0,125371133.0,1.0,3.0,37.7749295,-122.4194155
1599,consulting,1,1995,USA,5.0,125371133.0,1.0,1.0,32.776474900000004,-79.9310512
1601,mobile,2,2007,GBR,5.0,125371133.0,1.0,4.0,50.967182,-1.374688
1602,ecommerce,1,2011,USA,5.0,125371133.0,1.0,4.0,42.2000966,-71.42450490000002
1603,web,1,2007,USA,5.0,125371133.0,1.0,3.0,40.7439905,-74.0323626
1606,network_hosting,1,2005,USA,5.0,125371133.0,1.0,1.0,26.318412300000002,-80.0997657
1609,software,2,1982,USA,5.0,125371133.0,1.0,14.0,41.775304999999996,-87.64164190000001
1613,other,1,2009,USA,5.0,125371133.0,1.0,1.0,41.3797788,-83.6300826
1614,web,1,2008,DEU,5.0,125371133.0,1.0,1.0,50.737429999999996,7.0982068
1618,games_video,1,1998,BRA,5.0,125371133.0,1.0,1.0,-23.476858800000002,-46.8662018
1621,enterprise,1,2007,GBR,5.0,125371133.0,3.0,2.0,53.2326344,-2.6103158
1624,consulting,1,2004,other,5.0,125371133.0,1.0,1.0,55.755826,37.6172999
1629,ecommerce,1,2009,CAN,5.0,125371133.0,2.0,3.0,43.653226000000004,-79.3831843
1630,web,2,2007,USA,6.0,125250000.0,5.0,30.0,40.7127753,-74.0059728
1638,consulting,1,2008,CAN,5.0,125371133.0,1.0,1.0,43.653226000000004,-79.3831843
1643,mobile,2,2008,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
1647,software,1,1999,IND,5.0,125371133.0,1.0,5.0,19.0759837,72.87765590000001
1650,public_relations,1,2004,IRL,5.0,125371133.0,1.0,10.0,53.34980529999999,-6.2603097000000005
1651,enterprise,2,2006,USA,6.0,34700000.0,4.0,37.0,37.7749295,-122.4194155
1655,games_video,1,2008,DEU,5.0,125371133.0,1.0,3.0,52.5200066,13.404954
1657,web,1,2009,DEU,5.0,125371133.0,1.0,4.0,51.4963341,6.8637765
1661,mobile,1,2007,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
1671,other,1,2003,USA,4.0,39730000.0,2.0,4.0,32.948333500000004,-96.72985190000001
1677,public_relations,1,1999,USA,5.0,125371133.0,1.0,1.0,42.48509310000001,-71.43284
1680,hardware,1,1999,USA,5.0,125371133.0,1.0,2.0,37.368829999999996,-122.03634960000001
1681,web,1,2009,USA,5.0,125371133.0,2.0,5.0,30.267153000000004,-97.7430608
1686,public_relations,2,1995,USA,5.0,125371133.0,1.0,6.0,37.4323341,-121.8995741
1688,web,2,2006,USA,5.0,125371133.0,2.0,9.0,47.6062095,-122.33207079999998
1689,software,3,1998,USA,4.0,125371133.0,1.0,13.0,35.408337200000005,-78.7394297
1690,software,1,2007,USA,5.0,125371133.0,1.0,3.0,33.618882899999996,-117.9298493
1692,ecommerce,1,2005,IND,5.0,125371133.0,1.0,2.0,19.0759837,72.87765590000001
1693,other,1,2010,USA,5.0,125371133.0,3.0,1.0,45.440847399999996,12.315515099999999
1694,software,1,2003,other,5.0,125371133.0,1.0,8.0,-34.6036844,-58.381559100000004
1698,advertising,1,1999,CAN,5.0,125371133.0,1.0,2.0,43.653226000000004,-79.3831843
1699,advertising,1,2007,USA,5.0,125371133.0,1.0,10.0,37.7749295,-122.4194155
1702,enterprise,1,2010,USA,5.0,125371133.0,1.0,6.0,30.267153000000004,-97.7430608
1705,advertising,1,2005,GBR,5.0,125371133.0,1.0,2.0,54.95268000000001,-1.6034110000000001
1710,software,1,2007,USA,5.0,37800000.0,1.0,12.0,42.279286,-71.4161565
1712,advertising,1,2000,GBR,5.0,125371133.0,1.0,1.0,53.609713600000006,-2.1561
1714,consulting,1,2000,FRA,5.0,125371133.0,1.0,1.0,47.181845,0.9678829999999999
1720,web,1,2000,other,5.0,125371133.0,1.0,1.0,7.951933099999999,98.3380884
1721,software,1,2000,GBR,5.0,125371133.0,2.0,3.0,51.5073509,-0.12775830000000002
1724,web,1,2008,other,5.0,125371133.0,1.0,2.0,41.0082376,28.978358899999996
1729,public_relations,1,2007,USA,5.0,125371133.0,1.0,1.0,26.531786600000004,-80.0905465
1731,web,1,2008,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
1736,web,1,2008,GBR,5.0,125371133.0,1.0,2.0,57.149717,-2.094278
1739,advertising,1,2001,USA,5.0,125371133.0,2.0,3.0,52.205337,0.12181700000000001
1741,games_video,1,2009,other,5.0,125371133.0,1.0,2.0,59.9342802,30.335098600000002
1749,ecommerce,1,2010,ESP,5.0,125371133.0,1.0,2.0,41.3850639,2.1734035
1756,network_hosting,1,2000,USA,5.0,125371133.0,1.0,1.0,37.368829999999996,-122.03634960000001
1758,software,1,2007,USA,5.0,125371133.0,1.0,3.0,35.1495343,-90.0489801
1760,advertising,1,2009,other,5.0,125371133.0,1.0,5.0,47.497912,19.040235
1766,advertising,1,2007,other,5.0,125371133.0,1.0,2.0,59.913868799999996,10.7522454
1774,software,1,2000,other,5.0,125371133.0,1.0,4.0,45.6314478,11.7045103
1776,software,1,2005,USA,5.0,125371133.0,1.0,6.0,34.1466467,-118.8073729
1777,ecommerce,1,2007,USA,5.0,125371133.0,1.0,1.0,43.16103,-77.61092190000001
1778,advertising,1,2002,USA,5.0,125371133.0,1.0,1.0,41.8781136,-87.62979820000001
1779,software,1,1967,USA,5.0,125371133.0,1.0,5.0,39.934002,-74.8909988
1781,public_relations,1,2004,USA,5.0,125371133.0,1.0,2.0,41.7605849,-88.3200715
1783,web,1,2009,USA,5.0,125371133.0,1.0,4.0,37.8718992,-122.2585399
1785,other,1,1997,USA,5.0,125371133.0,1.0,1.0,43.07305170000001,-89.4012302
1786,web,1,1979,USA,5.0,125371133.0,1.0,66.0,34.073620399999996,-118.40035630000001
1787,web,2,2007,USA,5.0,125371133.0,4.0,2.0,52.205337,0.12181700000000001
1789,other,1,2008,USA,5.0,125371133.0,1.0,4.0,39.9525839,-75.1652215
1790,mobile,2,2007,USA,5.0,125371133.0,1.0,1.0,33.4255104,-111.9400054
1792,web,2,2007,other,5.0,125371133.0,1.0,5.0,46.4628333,6.8419191999999995
1793,network_hosting,1,2008,other,5.0,125371133.0,1.0,6.0,47.5595986,7.5885761
1795,enterprise,1,2007,IND,5.0,125371133.0,1.0,2.0,18.9352599,72.8371511
1798,other,1,1920,USA,5.0,125371133.0,2.0,6.0,40.7127753,-74.0059728
1801,ecommerce,1,2002,USA,5.0,125371133.0,1.0,1.0,32.7678287,-117.02308390000002
1802,games_video,1,2011,USA,5.0,125371133.0,1.0,1.0,27.950575,-82.4571776
1806,ecommerce,1,2008,USA,5.0,125371133.0,1.0,1.0,28.018632300000004,-82.1128641
1808,web,1,2009,USA,5.0,125371133.0,1.0,12.0,37.7749295,-122.4194155
1809,other,1,2009,other,5.0,125371133.0,1.0,1.0,59.3293235,18.068580800000003
1810,web,1,2008,USA,5.0,125371133.0,1.0,2.0,37.6624312,-121.8746789
1819,search,1,1980,FRA,5.0,125371133.0,1.0,15.0,48.884831,2.26851
1831,mobile,1,2011,USA,5.0,125371133.0,2.0,7.0,43.07305170000001,-89.4012302
1842,software,1,2007,USA,5.0,125371133.0,1.0,4.0,38.5890723,-121.302728
1844,search,1,2005,USA,5.0,125371133.0,1.0,1.0,42.360082500000004,-71.0588801
1846,web,2,1990,USA,5.0,125371133.0,4.0,10.0,47.6062095,-122.33207079999998
1847,web,4,2006,ISR,4.0,58500000.0,4.0,12.0,32.0852999,34.7817676
1849,consulting,1,1979,USA,5.0,125371133.0,1.0,2.0,29.9510658,-90.0715323
1850,other,1,1996,USA,5.0,125371133.0,1.0,2.0,34.073620399999996,-118.40035630000001
1859,ecommerce,1,1997,USA,5.0,125371133.0,2.0,5.0,37.354107899999995,-121.9552356
1866,public_relations,1,2008,NLD,5.0,125371133.0,1.0,1.0,51.571914899999996,4.7683230000000005
1867,software,1,2006,IND,5.0,125371133.0,1.0,1.0,12.9715987,77.5945627
1885,web,1,2008,other,5.0,125371133.0,1.0,5.0,65.01208879999999,25.4650772
1886,ecommerce,1,1998,USA,5.0,125371133.0,1.0,2.0,25.7616798,-80.1917902
1887,other,4,1996,USA,5.0,125371133.0,2.0,24.0,47.6062095,-122.33207079999998
1889,public_relations,1,2006,IRL,5.0,125371133.0,1.0,4.0,53.27066800000001,-9.0567905
1890,enterprise,1,2011,USA,5.0,125371133.0,3.0,4.0,32.7766642,-96.7969879
1892,consulting,1,2010,IND,5.0,125371133.0,1.0,1.0,28.459496500000004,77.02663829999999
1897,games_video,1,2004,USA,5.0,125371133.0,1.0,10.0,33.7489954,-84.3879824
1901,public_relations,1,2007,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
1903,public_relations,1,2007,NLD,5.0,125371133.0,1.0,1.0,51.9244201,4.4777325999999995
1904,enterprise,1,2006,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.12775830000000002
1907,web,1,2005,USA,5.0,125371133.0,1.0,2.0,34.1533395,-118.7616764
1910,consulting,1,2007,USA,5.0,125371133.0,1.0,3.0,34.01945429999999,-118.4911912
1911,web,1,2011,USA,5.0,125371133.0,1.0,3.0,37.7749295,-122.4194155
1914,web,1,2007,USA,5.0,125371133.0,1.0,1.0,41.8781136,-87.62979820000001
1916,web,1,2008,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
1918,other,1,2007,other,5.0,125371133.0,1.0,2.0,-16.489689000000002,-68.11929359999999
1920,mobile,1,2000,AUS,5.0,125371133.0,1.0,2.0,-33.80077,151.1796
1928,web,1,2008,FRA,5.0,125371133.0,1.0,4.0,48.117266,-1.6777925999999999
1931,advertising,1,2004,IND,5.0,125371133.0,1.0,1.0,17.385044,78.486671
1932,search,1,2004,IND,5.0,125371133.0,1.0,1.0,17.385044,78.486671
1937,software,1,2002,AUS,5.0,125371133.0,1.0,6.0,-33.8737167,151.19569180000002
1947,search,1,2011,GBR,5.0,125371133.0,1.0,1.0,51.627903,0.418397
1948,consulting,1,1973,USA,5.0,125371133.0,2.0,23.0,42.360082500000004,-71.0588801
1949,software,1,2007,other,5.0,125371133.0,1.0,1.0,-27.4692131,-58.83063489999999
1953,consulting,1,2003,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.12775830000000002
1954,other,1,2007,USA,5.0,125371133.0,1.0,1.0,41.8781136,-87.62979820000001
1955,software,1,1996,USA,5.0,125371133.0,2.0,6.0,47.6101497,-122.2015159
1963,mobile,1,2002,GBR,5.0,125371133.0,5.0,11.0,51.5073509,-0.12775830000000002
1965,other,1,1999,USA,5.0,125371133.0,1.0,1.0,47.751074100000004,-120.7401385
1971,advertising,1,2007,USA,5.0,125371133.0,1.0,7.0,34.4208305,-119.69819009999999
1973,other,1,2008,IRL,5.0,125371133.0,1.0,1.0,53.158934200000004,-6.9095683
1974,search,1,2006,USA,5.0,125371133.0,1.0,4.0,35.791540000000005,-78.78111690000001
1975,network_hosting,1,1997,USA,5.0,125371133.0,1.0,4.0,37.4529598,-122.1817252
1980,web,1,2002,USA,5.0,125371133.0,1.0,2.0,40.7439905,-74.0323626
1981,advertising,1,2012,GBR,5.0,125371133.0,1.0,3.0,57.477773,-4.224721
1982,consulting,1,2011,USA,5.0,125371133.0,1.0,1.0,41.054643,-83.65473730000001
1986,software,1,2002,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728
1987,software,2,2002,USA,5.0,125371133.0,2.0,1.0,42.266757,-72.66898
1991,web,1,2006,other,5.0,125371133.0,1.0,7.0,41.1579438,-8.6291053
1992,software,1,2006,CAN,5.0,125371133.0,1.0,5.0,43.653226000000004,-79.3831843
1995,public_relations,1,2008,USA,5.0,125371133.0,1.0,8.0,47.751074100000004,-120.7401385
1996,software,1,2011,IND,5.0,125371133.0,1.0,2.0,19.0759837,72.87765590000001
1997,other,1,2008,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728
2010,other,1,2000,USA,5.0,125371133.0,3.0,23.0,47.6101497,-122.2015159
2016,web,1,2006,USA,5.0,125371133.0,1.0,4.0,33.494170399999994,-111.9260519
2018,other,1,2010,USA,5.0,125371133.0,1.0,14.0,40.925372499999995,-74.2765441
2019,consulting,1,2008,USA,5.0,125371133.0,1.0,1.0,42.8911782,-75.6412775
2023,software,1,2006,USA,5.0,125371133.0,1.0,3.0,47.6062095,-122.33207079999998
2026,software,1,2008,AUS,5.0,125371133.0,1.0,1.0,-33.8688197,151.2092955
2028,search,1,2004,CAN,5.0,125371133.0,2.0,1.0,53.542784600000005,-113.9033673
2030,education,1,2006,USA,5.0,125371133.0,2.0,1.0,37.7749295,-122.4194155
2032,web,1,2006,USA,5.0,125371133.0,1.0,1.0,37.8043637,-122.27111370000002
2036,advertising,1,2000,IND,5.0,125371133.0,1.0,1.0,13.0826802,80.2707184
2037,web,1,2000,other,5.0,125371133.0,1.0,1.0,46.1005467,19.6650593
2039,web,1,2006,other,5.0,125371133.0,1.0,4.0,41.0082376,28.978358899999996
2041,public_relations,1,2008,other,5.0,125371133.0,1.0,4.0,41.0082376,28.978358899999996
2042,software,1,2001,other,5.0,125371133.0,1.0,2.0,43.769560399999996,11.2558136
2045,web,1,2004,USA,5.0,125371133.0,1.0,1.0,40.6781784,-73.94415790000001
2046,consulting,1,1993,other,5.0,125371133.0,1.0,1.0,39.9041999,116.4073963
2047,web,2,2000,USA,5.0,125371133.0,2.0,3.0,39.739235799999996,-104.990251
2048,software,1,2005,CAN,5.0,125371133.0,1.0,2.0,51.0486151,-114.07084590000001
2050,software,2,2004,USA,5.0,125371133.0,1.0,2.0,37.3860517,-122.08385109999999
2051,ecommerce,1,2011,USA,5.0,125371133.0,1.0,3.0,41.9695516,-71.3565439
2053,software,1,2008,USA,5.0,125371133.0,2.0,5.0,37.3860517,-122.08385109999999
2056,network_hosting,1,1995,AUS,5.0,125371133.0,1.0,1.0,-35.2809368,149.1300092
2059,web,2,2007,USA,5.0,125371133.0,1.0,1.0,37.540724600000004,-77.4360481
2067,software,1,2006,IRL,5.0,125371133.0,4.0,3.0,53.3337713,-6.2728703
2068,web,1,2007,CAN,5.0,125371133.0,1.0,2.0,53.9332706,-116.57650349999999
2072,software,1,1979,USA,5.0,125371133.0,1.0,1.0,40.9012101,-74.5143232
2073,web,1,2000,CAN,5.0,125371133.0,3.0,3.0,37.540724600000004,-77.4360481
2074,network_hosting,2,2000,USA,5.0,125371133.0,1.0,1.0,37.678074200000005,-97.23923590000001
2080,public_relations,1,2007,CAN,5.0,125371133.0,2.0,7.0,43.653226000000004,-79.3831843
2083,consulting,1,2006,USA,5.0,125371133.0,2.0,4.0,34.073620399999996,-118.40035630000001
2086,web,1,2006,AUS,5.0,125371133.0,2.0,6.0,-37.813627600000004,144.96305759999998
2088,consulting,1,2007,CAN,5.0,125371133.0,1.0,1.0,43.653226000000004,-79.3831843
2090,advertising,1,2000,other,5.0,125371133.0,1.0,1.0,-33.0077778,-58.511166700000004
2093,web,1,2006,USA,5.0,125371133.0,2.0,4.0,37.7749295,-122.4194155
2096,public_relations,1,2008,USA,5.0,125371133.0,1.0,2.0,40.6781784,-73.94415790000001
2100,other,2,1981,USA,5.0,125371133.0,1.0,3.0,40.744679,-73.94854240000001
2102,other,1,2010,USA,5.0,125371133.0,1.0,8.0,39.9525839,-75.1652215
2104,advertising,1,2006,USA,5.0,125371133.0,1.0,1.0,41.499320000000004,-81.6943605
2108,consulting,1,2008,USA,5.0,125371133.0,1.0,1.0,38.6270025,-90.1994042
2113,web,1,2008,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
2120,advertising,1,2007,AUS,5.0,125371133.0,1.0,1.0,-27.469770699999998,153.0251235
2121,consulting,2,1992,AUS,5.0,125371133.0,1.0,3.0,-27.469770699999998,153.0251235
2127,web,3,2008,CAN,5.0,125371133.0,1.0,2.0,43.653226000000004,-79.3831843
2136,search,4,2004,USA,7.0,89969340.0,8.0,49.0,37.7749295,-122.4194155
2141,software,2,1997,USA,5.0,125371133.0,1.0,1.0,48.893217,2.287864
2146,advertising,1,2007,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155
2147,other,1,1993,USA,5.0,125371133.0,4.0,15.0,42.4603719,-71.34894840000001
2148,web,2,1996,USA,5.0,125371133.0,4.0,14.0,40.0378755,-76.3055144
2153,other,4,1903,USA,5.0,125371133.0,2.0,101.0,42.3222599,-83.1763145
2154,other,1,1933,other,5.0,125371133.0,3.0,9.0,35.4437078,139.6380256
2155,enterprise,1,1933,other,5.0,125371133.0,2.0,17.0,35.1801883,136.9065647
2157,software,1,1969,USA,5.0,125371133.0,2.0,3.0,34.055569299999995,-117.1825381
2160,ecommerce,1,2011,IND,5.0,125371133.0,1.0,2.0,12.9715987,77.5945627
2163,advertising,1,2003,USA,5.0,125371133.0,1.0,2.0,41.499320000000004,-81.6943605
2172,web,1,2011,other,5.0,125371133.0,1.0,2.0,59.3293235,18.068580800000003
2178,ecommerce,1,1998,USA,5.0,125371133.0,2.0,3.0,39.729575,-121.8473287
2184,software,1,2008,IND,5.0,125371133.0,1.0,3.0,19.0330488,73.0296625
2186,public_relations,1,2008,IRL,5.0,125371133.0,3.0,3.0,53.34980529999999,-6.2603097000000005
2187,web,2,1983,USA,5.0,125371133.0,3.0,2.0,41.700100899999995,-71.4161671
2188,games_video,1,2007,ISR,5.0,125371133.0,1.0,1.0,32.201856,34.824723
2189,public_relations,1,2003,USA,5.0,125371133.0,1.0,1.0,37.548269700000006,-121.98857190000001
2195,games_video,1,2006,USA,4.0,190120000.0,3.0,24.0,37.4852152,-122.2363548
2196,enterprise,1,2008,other,5.0,125371133.0,2.0,1.0,25.0329694,121.56541770000001
2197,web,1,2008,USA,5.0,125371133.0,1.0,5.0,41.8239891,-71.4128343
2198,software,1,2011,GBR,5.0,125371133.0,1.0,1.0,21.3069444,-157.8583333
2203,web,1,2006,USA,5.0,125371133.0,1.0,7.0,40.0792766,-75.3015714
2204,web,1,1999,other,5.0,125371133.0,1.0,2.0,51.0543422,3.7174242999999993
2205,network_hosting,1,2006,other,5.0,125371133.0,1.0,2.0,50.9767648,3.1991212000000004
2206,other,1,2003,USA,5.0,125371133.0,1.0,3.0,39.143440600000005,-77.2013705
2224,other,1,2007,USA,5.0,125371133.0,1.0,1.0,29.4241219,-98.4936282
2225,web,4,2008,USA,7.0,1147288416.0,3.0,101.0,41.8781136,-87.62979820000001
2232,consulting,1,2001,USA,5.0,125371133.0,1.0,1.0,30.267153000000004,-97.7430608
2233,software,1,2005,USA,5.0,125371133.0,2.0,5.0,33.0198431,-96.6988856
2234,mobile,2,2006,other,5.0,125371133.0,3.0,2.0,60.16985570000001,24.938379100000002
2236,education,1,2001,USA,5.0,125371133.0,1.0,13.0,30.267153000000004,-97.7430608
2240,web,1,2008,USA,5.0,125371133.0,1.0,1.0,30.267153000000004,-97.7430608
2245,education,1,2007,USA,5.0,125371133.0,3.0,7.0,32.7766642,-96.7969879
2249,web,1,2001,USA,5.0,125371133.0,4.0,2.0,30.267153000000004,-97.7430608
2257,advertising,1,2000,USA,5.0,125371133.0,1.0,4.0,44.8546856,-93.470786
2263,games_video,1,2007,GBR,5.0,125371133.0,1.0,6.0,56.46201800000001,-2.9707209999999997
2268,public_relations,1,2008,USA,5.0,125371133.0,1.0,4.0,30.267153000000004,-97.7430608
2275,software,1,2006,IRL,5.0,125371133.0,1.0,3.0,53.34980529999999,-6.2603097000000005
2276,web,1,1998,IRL,5.0,125371133.0,1.0,4.0,53.34980529999999,-6.2603097000000005
2277,public_relations,1,2008,USA,5.0,125371133.0,1.0,1.0,27.9658533,-82.8001026
2285,software,1,2002,USA,5.0,125371133.0,1.0,4.0,37.7799273,-121.9780153
2286,mobile,1,2006,IND,5.0,125371133.0,1.0,2.0,26.449923,80.3318736
2287,network_hosting,1,2009,FRA,5.0,125371133.0,1.0,5.0,41.196835,-96.005618
2288,other,1,2003,USA,5.0,125371133.0,1.0,1.0,25.7616798,-80.1917902
2289,consulting,1,2005,USA,5.0,125371133.0,1.0,3.0,41.0534302,-73.53873409999999
